Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
JAKTIO010000023.1_27,-,-,GT2,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000027.1_1,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000027.1_21,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000027.1_48,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000028.1_48,-,-,CBM48+GH13_9,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000002.1_106,-,-,GH73,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000002.1_108,-,-,CBM50,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000002.1_169,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000036.1_3,-,-,GT30,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000037.1_6,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000039.1_14,-,-,GH28,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000039.1_19,-,-,GH13,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_43,-,-,CBM50,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_68,-,-,GH13_31,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_133,-,-,GH25,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_137,-,-,GT2,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_197,-,-,GT0,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_201,-,-,GT4,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000003.1_202,-,-,GT4,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000040.1_11,-,-,GH13_23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000040.1_13,-,-,GH13_31,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000041.1_18,-,-,GH28,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000041.1_21,-,-,GH13,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000042.1_20,-,-,GT0,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000047.1_2,-,-,GT4,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000004.1_94,-,-,GT2,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000004.1_101,-,-,CBM50,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000004.1_175,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000051.1_23,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000053.1_10,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000057.1_2,-,-,CBM32,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000063.1_9,-,-,GH3,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000065.1_6,-,-,GH38,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000073.1_1,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000007.1_125,-,-,CBM50+GH25,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000080.1_1,-,-,GH23,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000008.1_5,-,-,GH130,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000008.1_85,-,-,GH73,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000008.1_102,-,-,GH152,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000008.1_109,-,-,CE0,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000009.1_79,-,-,GT1,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIO010000009.1_109,-,-,CBM50,1,GCA_024592535.1_ASM2459253v1_genomic
JAKTIP010000001.1_146,GT51(308-502),-,GT51,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_148,GT51(73-270),-,GT51,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_49,GH1(5-486),GH1(1),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_105,GH170(3-354),-,GH170,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_11,GT51(50-221),GT51(13),GT51,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_128,GH1(1-476),GH1(57),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_130,GH1(6-478),GH1(7),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_138,GH109(1-135),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_189,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_32,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_55,GH4(6-183),GH4(2),GH4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_7,CE9(6-365),-,CE9,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_132,GH13_20(34-324),GH13(61),GH13,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_20,CE4(241-356),CE4(67),CE4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_21,CE4(240-369),CE4(67),CE4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_32,CE9(7-369),CE9(63),CE9,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_35,GH4(4-181),GH4(14),GH4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000004.1_11,GH73(287-401),GH73(56),GH73,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000004.1_153,GH38(3-254),GH38(10),GH38,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000004.1_155,GH1(3-456),GH1(6),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_157,GH1(2-470),GH1(1),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_100,GH25(48-141),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_110,GT2_Glycos_transf_2(5-127),-,GT2,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_122,GT2_Glycos_transf_2(6-160),-,GT2,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_123,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_124,GT4(206-350),-,GT4,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_126,GT2_Glycos_transf_2(11-169),-,GT2,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_127,GT4(207-346),GT4(191),GT4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_24,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_26,GT35(96-799),GT35(1),GT35,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_28,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_34,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_35,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_42,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_70,GH25(113-303),GH25(33),GH25,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000007.1_103,CE6(54-145),CE6(2),CE0,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000007.1_31,GH73(288-404),-,GH73,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000007.1_45,GH4(7-187),GH4(1),GH4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000008.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000008.1_67,GH1(2-483),GH1(1),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000009.1_43,GT14(3-255),-,GT0,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000009.1_89,GH1(6-257),GH1(48),-,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000010.1_107,GH1(7-467),GH1(66),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000010.1_49,GH1(2-466),GH1(1),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000011.1_89,GT5(3-475),GT5(26),GT5,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000013.1_14,GH1(3-471),-,GH1,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000013.1_49,GH1(2-486),GH1(1),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000013.1_51,GH1(2-391),-,GH1,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000013.1_80,GH1(4-470),GH1(11),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000014.1_41,GH1(3-466),GH1(19),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000015.1_84,CE4(91-224),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000016.1_19,GH1(3-459),GH1(19),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000016.1_37,GH1(11-480),GH1(27),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000016.1_92,GH109(1-149),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000017.1_5,CE9(4-375),CE9(43),CE9,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000017.1_84,GT35(81-751),GT35(1),GT35,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000017.1_85,GH77(9-469),GH77(5),GH77,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000021.1_58,GH1(5-480),GH1(11),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000021.1_59,GH1(7-473),GH1(11),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000022.1_52,CBM66(238-392)+GH32(525-832)+CBM66(1095-1257),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000022.1_55,GH170(3-359),-,GH170,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000026.1_17,GH1(3-458),GH1(20),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000026.1_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000029.1_25,CE1(14-249),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000029.1_46,GH109(2-166),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000029.1_6,GT51(45-213),GT51(58),GT51,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000030.1_18,GH38(5-277),-,GH38,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000032.1_1,GT4(164-312),GT4(42),GT4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000032.1_22,GH25(6-181),GH25(88),GH25,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000032.1_3,GT4(207-353),GT4(55),GT4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000033.1_12,GH1(7-480),GH1(2),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000034.1_24,GH112(6-720),GH112(1),GH112,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000036.1_12,GT2_Glycos_transf_2(21-168),-,GT2,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000036.1_14,GT4(187-298),-,GT4,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000036.1_15,GT4(187-337),-,GT4,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000041.1_14,GH1(6-477),GH1(11),GH1,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000047.1_12,CE1(83-248),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000047.1_9,CE4(243-359),CE4(93),CE4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000049.1_7,CE4(235-362),-,CE4,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000052.1_13,CE4(44-150),CE4(84),CE4,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000052.1_8,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000055.1_7,CE4(222-356),-,-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000056.1_15,GH112(6-717),GH112(1),GH112,3,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000012.1_17,-,GH0(66),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000014.1_60,-,GH23(34)+CBM50(145),GH23,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_10,-,GH23(192),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000028.1_49,-,GH25(55),GH73,2,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000026.1_25,-,GH32(46),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_35,-,GH38(8),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000022.1_47,-,CBM5(48),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000022.1_79,-,CBM5(68),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000008.1_2,-,CBM5(68),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000037.1_14,-,CBM50(86),-,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000011.1_87,-,-,CBM48+GH13_9,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000012.1_98,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000012.1_130,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000014.1_5,-,-,GH1,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000014.1_59,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000014.1_86,-,-,CBM50,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000015.1_20,-,-,CBM50+GH25,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000017.1_33,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000017.1_41,-,-,CBM50,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000018.1_52,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000018.1_88,-,-,GH13_30,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000019.1_56,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000019.1_77,-,-,GH3,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_159,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_216,-,-,GH28,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_221,-,-,GH13,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_274,-,-,GT4,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_279,-,-,GT83,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_308,-,-,GT47,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000001.1_325,-,-,GH1,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000021.1_36,-,-,CBM50,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000022.1_60,-,-,GH1,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000023.1_42,-,-,GH13_11,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000023.1_65,-,-,GT58,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000027.1_16,-,-,GH130,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_49,-,-,GH84,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_54,-,-,GH4,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000002.1_92,-,-,GH13,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000031.1_42,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000036.1_10,-,-,GT9,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000038.1_31,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000039.1_19,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_7,-,-,GH73,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_9,-,-,CBM50,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_50,-,-,GT30,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_162,-,-,CE0,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000003.1_167,-,-,GH152,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000042.1_6,-,-,GH13_31,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000044.1_28,-,-,GT4,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000045.1_13,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000050.1_20,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000052.1_1,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000052.1_9,-,-,GH13_29,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000053.1_1,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000054.1_4,-,-,GH13_31,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000054.1_6,-,-,GH13_23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000057.1_1,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_15,-,-,GH5_11,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_112,-,-,GH28,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_115,-,-,GH13,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000005.1_181,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_39,-,-,GH25,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_43,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000006.1_117,-,-,GT2,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000071.1_5,-,-,GH38,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000007.1_36,-,-,CBM50,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000007.1_65,-,-,GT1,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000081.1_5,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000089.1_1,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000008.1_38,-,-,CBM32,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIP010000096.1_1,-,-,GH23,1,GCA_024592505.1_ASM2459250v1_genomic
JAKTIQ010000001.1_15,GH1(6-480),GH1(11),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000001.1_214,GH1(7-480),GH1(2),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000001.1_63,GH38(5-268),-,GH38,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000002.1_64,CE4(91-224),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000003.1_94,CBM66(377-542)+CBM66(565-729)+GH32(857-1167)+CBM66(1427-1583),GH32(10)+CBM38(1)+CBM66(2),CBM66+GH32,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000003.1_96,GH170(3-359),-,GH170,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000004.1_76,GT28(189-344),GT28(25),GT28,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_105,GH25(6-181),GH25(88),GH25,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_12,CE4(243-359),CE4(93),CE4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_14,CE1(91-258),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_140,CE4(224-356),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_152,GT4(206-355),-,GT4,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_155,GT4(234-379),-,GT4,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_157,GT4(187-334),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_36,CE4(237-364),-,CE4,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_82,GT4(164-312),GT4(42),GT4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000005.1_84,GT4(208-355),GT4(55),GT4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000009.1_32,GH31(221-674),GH31(4),GH31,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000009.1_52,GH1(3-471),GH1(11),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000009.1_58,GH73(288-402),GH73(56),GH73,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000010.1_46,GH109(5-147),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000010.1_76,GH1(4-459),GH1(19),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_102,GH25(113-303),GH25(33),GH25,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_38,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM68+GH13_14,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_40,GT35(96-799),GT35(1),GT35,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_55,GT2_Glycos_transf_2(4-142),GT2(18),GT2,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_61,GT2_Glycos_transf_2(8-173),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_62,GT2_Glycos_transf_2(8-148),GT2(115)+GT4(135),GT2,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000011.1_69,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000012.1_110,GH1(2-474),GH1(1),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_17,GH4(6-183),GH4(2),GH4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_45,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_57,GT51(47-220),GT51(13),GT51,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000013.1_61,CE9(6-365),-,CE9,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000014.1_37,CE4(241-358),CE4(67),CE4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000014.1_38,CE4(240-369),CE4(67),CE4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000014.1_49,CE9(7-370),CE9(4),CE9,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000018.1_82,GT11(1-329),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000018.1_84,GT11(1-309),GT11(22),-,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000018.1_85,GT2_Glycos_transf_2(5-172),GT2(225),-,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000019.1_42,GH1(1-476),GH1(57),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000019.1_44,GH1(6-478),GH1(11),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000019.1_46,GH109(1-135),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000021.1_1,GT51(73-270),GT51(5),GT51,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000021.1_3,GT51(283-477),GT51(5),GT51,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000024.1_72,GT14(3-237),-,GT14,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000029.1_21,GH112(6-717),GH112(1),GH112,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000030.1_42,GT5(3-475),GT5(26),GT5,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000031.1_23,CE1(13-249),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000031.1_45,GH109(2-165),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000031.1_5,GT51(45-214),GT51(58),GT51,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000034.1_20,GH4(6-180),GH4(1),GH4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000035.1_19,GH1(2-472),GH1(27),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000037.1_19,GH1(5-481),GH1(1),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000039.1_22,GT4(247-401),-,GT4,2,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000041.1_11,GH109(1-149),-,-,1,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000042.1_13,GH13_20(33-323),GH13(61),GH13,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000042.1_3,GT35(81-751),GT35(1),GT35,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000042.1_4,GH77(9-469),GH77(8),GH77,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000046.1_11,GT2_Glycos_transf_2(5-123),GT2(193),GT2,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000050.1_21,GH4(7-187),GH4(1),GH4,3,GCA_024592495.1_ASM2459249v1_genomic
JAKTIQ010000051.1_13,GH1(3-454),GH1(6),GH1,3,GCA_024592495.1_ASM2459249v1_genomic
